timestamp,action,side,price,size,pnl,hold_seconds,exit_type,market
2026-02-13T19:21:59,BUY,up,0.7200,4.1700,0.0000,0.0,,BTC
2026-02-13T19:22:28,SELL,up,0.5900,4.1700,-0.5421,29.0,STOP,BTC
2026-02-13T19:25:50,BUY,up,0.6100,4.9200,0.0000,0.0,,BTC
2026-02-13T19:26:22,SELL,up,0.5600,4.9200,-0.2460,32.6,TIMEOUT,BTC
2026-02-13T19:35:07,BUY,down,0.5300,5.5600,0.0000,0.0,,BTC
2026-02-13T19:35:20,SELL,down,0.4500,5.5600,-0.4448,13.3,STOP,BTC
2026-02-13T19:40:36,BUY,down,0.1400,20.0000,0.0000,0.0,,BTC
2026-02-13T19:40:46,SELL,down,0.1700,20.0000,0.6000,10.7,PROFIT,BTC
2026-02-13T19:51:47,BUY,up,0.3800,7.3200,0.0000,0.0,,BTC
2026-02-13T19:52:00,SELL,up,0.4600,7.3200,0.5856,13.3,PROFIT,BTC
2026-02-13T19:55:52,BUY,down,0.8400,3.5300,0.0000,0.0,,BTC
2026-02-13T19:56:25,SELL,down,0.8200,3.5300,-0.0706,32.8,TIMEOUT,BTC
2026-02-13T20:07:05,BUY,up,0.3400,8.5800,0.0000,0.0,,BTC
2026-02-13T20:07:36,SELL,up,0.3200,8.5800,-0.1716,31.2,TIMEOUT,BTC
2026-02-13T20:09:02,BUY,up,0.2800,10.7200,0.0000,0.0,,BTC
2026-02-13T20:09:24,SELL,up,0.3500,10.7200,0.7504,21.4,PROFIT,BTC
2026-02-13T20:11:14,BUY,up,0.5400,4.9200,0.0000,0.0,,BTC
2026-02-13T20:11:43,SELL,up,0.4100,4.9200,-0.6396,28.4,STOP,BTC
2026-02-13T20:20:04,BUY,up,0.5300,5.3600,0.0000,0.0,,BTC
2026-02-13T20:20:36,SELL,up,0.5600,5.3600,0.1608,31.3,TIMEOUT,BTC
2026-02-13T20:27:07,BUY,down,0.6900,4.1100,0.0000,0.0,,BTC
2026-02-13T20:27:17,SELL,down,0.5600,4.1100,-0.5343,10.6,STOP,BTC
2026-02-13T20:29:00,BUY,down,0.6200,4.8400,0.0000,0.0,,BTC
2026-02-13T20:29:15,SELL,down,0.5100,4.8400,-0.5324,14.7,STOP,BTC
2026-02-13T20:34:56,BUY,down,0.5600,5.2700,0.0000,0.0,,BTC
2026-02-13T20:35:03,SELL,down,0.4900,5.2700,-0.3689,7.0,STOP,BTC
2026-02-13T20:36:36,BUY,up,0.6600,4.5500,0.0000,0.0,,BTC
2026-02-13T20:36:47,SELL,up,0.5900,4.5500,-0.3185,11.4,STOP,BTC
2026-02-13T20:41:52,BUY,down,0.8300,3.5800,0.0000,0.0,,BTC
2026-02-13T20:41:59,SELL,down,0.7200,3.5800,-0.3938,6.8,STOP,BTC
2026-02-13T20:48:04,BUY,down,0.4800,6.2500,0.0000,0.0,,BTC
2026-02-13T20:48:09,SELL,down,0.4200,6.2500,-0.3750,4.5,STOP,BTC
2026-02-13T20:58:15,BUY,down,0.1900,6.9800,0.0000,0.0,,BTC
2026-02-13T20:58:31,SELL,down,0.1700,6.9800,-0.1396,15.6,STOP,BTC
2026-02-13T21:10:07,BUY,down,0.4900,5.4600,0.0000,0.0,,BTC
2026-02-13T21:10:26,SELL,down,0.4200,5.4600,-0.3822,18.9,STOP,BTC
2026-02-13T21:25:29,BUY,down,0.2200,12.5000,0.0000,0.0,,BTC
2026-02-13T21:25:45,SELL,down,0.3000,12.5000,1.0000,16.5,PROFIT,BTC
2026-02-13T21:28:03,BUY,up,0.3100,5.8900,0.0000,0.0,,BTC
2026-02-13T21:28:11,SELL,up,0.5300,5.8900,1.2958,8.0,PROFIT,BTC
2026-02-13T21:31:56,BUY,up,0.6500,4.5500,0.0000,0.0,,BTC
2026-02-13T21:32:29,SELL,up,0.6000,4.5500,-0.2275,33.5,TIMEOUT,BTC
2026-02-13T22:08:05,BUY,down,0.1400,8.1100,0.0000,0.0,,BTC
2026-02-13T22:08:10,SELL,down,0.1200,8.1100,-0.1622,5.0,STOP,BTC
2026-02-13T22:25:03,BUY,down,0.7600,3.7100,0.0000,0.0,,BTC
2026-02-13T22:25:13,SELL,down,0.6700,3.7100,-0.3339,10.3,STOP,BTC
2026-02-13T22:32:15,BUY,up,0.4300,6.2500,0.0000,0.0,,BTC
2026-02-13T22:32:47,SELL,up,0.4600,6.2500,0.1875,32.1,TIMEOUT,BTC
2026-02-13T22:37:30,BUY,up,0.3300,9.1000,0.0000,0.0,,BTC
2026-02-13T22:37:49,SELL,up,0.4000,9.1000,0.6370,18.2,PROFIT,BTC
2026-02-13T22:43:29,BUY,down,0.5700,5.2700,0.0000,0.0,,BTC
2026-02-13T22:43:37,SELL,down,0.4200,5.2700,-0.7905,8.0,STOP,BTC
2026-02-13T22:49:03,BUY,down,0.6700,4.2900,0.0000,0.0,,BTC
2026-02-13T22:49:34,SELL,down,0.7000,4.2900,0.1287,31.6,TIMEOUT,BTC
2026-02-13T22:58:03,BUY,up,0.3000,10.0000,0.0000,0.0,,BTC
2026-02-13T22:58:11,SELL,up,0.2300,10.0000,-0.7000,7.7,STOP,BTC
2026-02-13T23:05:06,BUY,up,0.4500,6.3900,0.0000,0.0,,BTC
2026-02-13T23:05:37,SELL,up,0.5100,6.3900,0.3834,31.9,TIMEOUT,BTC
2026-02-13T23:41:52,BUY,up,0.3200,7.3200,0.0000,0.0,,BTC
2026-02-13T23:42:06,SELL,up,0.2600,7.3200,-0.4392,14.3,STOP,BTC
2026-02-13T23:49:08,BUY,down,0.5700,5.2700,0.0000,0.0,,BTC
2026-02-13T23:49:24,SELL,down,0.5000,5.2700,-0.3689,16.3,STOP,BTC
